Month,US,NE,MW,S,W
2013-01-01,-1.5908456600613994,-0.3587903639159352,-15.972222222222223,1.03806228373704,10.97484276729559
2013-02-01,-1.1363636363636374,-5.945668887749866,-16.68375192209122,-0.08036431824270328,9.711538461538458
2013-03-01,-1.943412403543859,-4.305484366991279,-18.10411810411811,-0.7547169811320762,10.083762886597945
2013-04-01,-1.3241220495106454,-6.20194771911839,-14.410364886303542,2.7245751281359705,6.729826853969274
2013-05-01,0.40852057192880753,-5.279343926191685,-15.980758952431861,4.934924078091105,6.427158866183251
2013-06-01,1.8256772673733754,-6.355715017939513,-16.441319632233643,1.7866666666666593,9.566968781470298
2013-07-01,0.6126021003500557,-5.964822839663534,-17.01725997842503,2.3429179978700647,6.04467805519056
2013-08-01,-0.7484168105929707,-5.897435897435897,-17.78315846112456,2.1565495207667604,4.580152671755744
2013-09-01,-1.181896800230612,-8.453556061756519,-18.805728181572555,3.876177658142668,2.124960355217259
2013-10-01,-1.7593643586833099,-8.415466262319944,-22.213662044170515,5.271651425497572,3.1751021691292043
2013-11-01,-1.2726244343891382,-8.392315470171908,-2.0080321285140683,3.6007413290971826,-10.938383267382703
2013-12-01,-2.2067039106145176,-8.438605356240538,-1.981103322157877,1.679349252164776,-12.444567627494465
2014-01-01,0.7373794668179183,-6.79012345679013,1.3468013468013618,3.7934668071654283,-9.606120714083309
2014-02-01,2.327586206896563,-1.253405994550416,2.79913872654567,7.506702412868628,-8.150744960560923
2014-03-01,6.936753133197306,-2.9459025174076143,5.060088551549657,10.782183595871803,-1.6095990635059911
2014-04-01,7.555425904317384,-0.9836065573770622,4.479456286685189,6.35504201680671,2.540557086011637
2014-05-01,8.544027898866597,-1.9480519480519616,5.279898218829529,7.777777777777782,4.738309074016725
2014-06-01,4.8582995951417045,-6.568144499178988,3.689320388349511,7.911972753471315,-1.531862745098034
2014-07-01,5.682806610611777,-7.7256709135266926,3.152421189470263,6.373569198751292,3.066914498141256
2014-08-01,6.5255220417633435,-6.021798365122618,7.100785340314139,6.385196768308578,2.250608272506078
2014-09-01,8.868144690781792,-3.8153165606856607,12.179700499168073,7.255765742420299,5.186335403726702
2014-10-01,8.781051415366848,-3.9459161147902697,11.885110597556945,8.405723045477789,3.260207190737348
2014-11-01,10.512747063878544,-2.1799116997792427,8.795712484237086,7.130079223102475,20.913995556966032
2014-12-01,9.111682376463852,-0.8830022075055073,2.5186567164178952,7.174193548387109,20.291231402342515
2015-01-01,5.799549549549549,-0.35871964679910207,1.872546058592565,2.6649746192893398,15.76802507836991
2015-02-01,-1.825329963493399,-2.2075055187637993,-8.378216636744472,-1.6458852867830382,3.5305343511450453
2015-03-01,-5.6146088852548255,-1.6556291390728493,-10.20469596628537,-5.074773228732529,-3.6585365853658605
2015-04-01,-7.865473284513155,-1.0761589403973428,-15.109402720283835,-6.296296296296294,-3.9402985074626895
2015-05-01,-9.317269076305218,-3.007726269315661,-10.785498489425976,-9.901702229681138,-6.85984624482554
2015-06-01,-7.170435741864319,3.309900410076157,-11.516853932584263,-6.093712066035432,-3.702551337896695
2015-07-01,-5.898491083676265,4.994124559341949,-4.9149338374291025,-5.233553436047923,-5.320108205590623
2015-08-01,-7.732099101551872,3.18933024064946,-8.61594867094409,-6.246937775600194,-7.882212968471151
2015-09-01,-9.11039657020364,2.41448692152919,-13.230495401957892,-5.556897801401294,-8.47357543548863
2015-10-01,-11.364843335103556,1.6949152542372798,-15.992918264974914,-9.639406080603361,-10.534080849808197
2015-11-01,-14.489372731985489,0.8744710860366753,-19.530570849029278,-9.041030534351146,-20.446194225721783
2015-12-01,-13.35078534031413,0.33407572383072287,-12.435547467394594,-9.27040693474597,-19.736842105263158
2016-01-01,-11.841405002660986,-5.732484076433129,-10.554402608953463,-7.441285537700868,-18.76523151909017
2016-02-01,-7.608695652173925,-4.345372460496599,-4.964075767472231,-6.92190669371196,-9.95391705069124
2016-03-01,-7.969968235633851,-7.295173961840623,-7.039892725444183,-7.463842975206604,-8.860759493670884
2016-04-01,-7.123932881954666,-7.001394700139479,-6.408916753744361,-6.218708827404485,-8.483530142945932
2016-05-01,-6.790670209625037,-4.580369843527752,-5.756857433118874,-6.732304417243218,-5.365079365079352
2016-06-01,-7.456922162804512,-4.9050184292599965,-5.185185185185178,-11.55635987590486,-3.941841680129237
2016-07-01,-10.728862973760942,-6.1555679910464525,-14.54605699138504,-13.677419354838705,-6.190476190476186
2016-08-01,-7.317792859250511,-5.760044956448443,-7.556001337345368,-11.810817873007577,-2.2925411688730946
2016-09-01,-4.805424528301894,-5.865843390401362,-5.0940170940170795,-10.642107955998965,2.161290322580636
2016-10-01,-1.378070701018582,-5.254237288135604,-1.4049877063575706,-7.642149191444947,7.8166226912928645
2016-11-01,-0.5759321006365604,-6.20805369127518,-1.296362981634843,-7.762916338840814,7.093368525239205
2016-12-01,-0.6042296072507558,-6.936736958934518,-11.950121233113965,-6.130573248407651,10.163934426229511
2017-01-01,0.15092061575610907,-1.4688601645123462,-16.50646337421279,-4.567307692307688,13.966666666666653
2017-02-01,2.167182662538695,-1.0619469026548813,-11.408934707903775,-3.6229910106238084,15.8648925281474
2017-03-01,4.0163162849074405,1.5133171912832877,-6.7075369635773665,0.027909572983517882,14.024390243902443
2017-04-01,3.296354992076073,0.5998800239952016,-7.108299218459242,-1.5734756954200508,12.25806451612904
2017-05-01,2.692429521697813,0.0,-9.953287818900472,-1.9971469329529197,11.10365649111035
2017-06-01,3.1460674157303323,0.0,-9.63541666666666,2.9815843320666433,6.929027917928002
